Wspolrzedna X 	 Wspolrzedna Y 	 Predkosc Vx 	 Predkosc Vy 	 En. Kin. 	 En. Pot. 
0.890955	0.882305	21.213203	20.801324	882.695086	17.304914
0.912168	0.903101	21.213203	20.791517	882.287199	17.712801
0.933381	0.923888	21.213203	20.781711	881.879505	18.120495
0.954594	0.944665	21.213203	20.771904	881.472003	18.527997
0.975807	0.965432	21.213203	20.762098	881.064694	18.935306
0.997021	0.986189	21.213203	20.752291	880.657577	19.342423
1.018234	1.006937	21.213203	20.742484	880.250652	19.749348
1.039447	1.027674	21.213203	20.732678	879.843920	20.156080
1.060660	1.048402	21.213203	20.722871	879.437380	20.562620
1.081873	1.069120	21.213203	20.713064	879.031032	20.968968
1.103087	1.089828	21.213203	20.703258	878.624877	21.375123
1.124300	1.110526	21.213203	20.693451	878.218914	21.781086
1.145513	1.131215	21.213203	20.683644	877.813143	22.186857
1.166726	1.151894	21.213203	20.673838	877.407565	22.592435
1.187939	1.172563	21.213203	20.664031	877.002179	22.997821
1.209153	1.193222	21.213203	20.654224	876.596985	23.403015
1.230366	1.213871	21.213203	20.644418	876.191984	23.808016
1.251579	1.234511	21.213203	20.634611	875.787175	24.212825
1.272792	1.255140	21.213203	20.624804	875.382558	24.617442
1.294005	1.275760	21.213203	20.614998	874.978134	25.021866
1.315219	1.296370	21.213203	20.605191	874.573902	25.426098
1.336432	1.316971	21.213203	20.595384	874.169862	25.830138
1.357645	1.337561	21.213203	20.585578	873.766015	26.233985
1.378858	1.358142	21.213203	20.575771	873.362360	26.637640
1.400071	1.378713	21.213203	20.565965	872.958897	27.041103
1.421285	1.399274	21.213203	20.556158	872.555627	27.444373
1.442498	1.419825	21.213203	20.546351	872.152549	27.847451
1.463711	1.440366	21.213203	20.536545	871.749664	28.250336
1.484924	1.460898	21.213203	20.526738	871.346970	28.653030
1.506137	1.481420	21.213203	20.516931	870.944469	29.055531
1.527351	1.501932	21.213203	20.507125	870.542161	29.457839
1.548564	1.522434	21.213203	20.497318	870.140045	29.859955
1.569777	1.542926	21.213203	20.487511	869.738121	30.261879
1.590990	1.563409	21.213203	20.477705	869.336389	30.663611
1.612203	1.583882	21.213203	20.467898	868.934850	31.065150
1.633417	1.604345	21.213203	20.458091	868.533503	31.466497
1.654630	1.624798	21.213203	20.448285	868.132349	31.867651
1.675843	1.645241	21.213203	20.438478	867.731386	32.268614
1.697056	1.665675	21.213203	20.428671	867.330617	32.669383
1.718269	1.686099	21.213203	20.418865	866.930039	33.069961
1.739483	1.706513	21.213203	20.409058	866.529654	33.470346
1.760696	1.726917	21.213203	20.399251	866.129461	33.870539
1.781909	1.747311	21.213203	20.389445	865.729461	34.270539
1.803122	1.767696	21.213203	20.379638	865.329653	34.670347
1.824335	1.788071	21.213203	20.369832	864.930037	35.069963
1.845549	1.808435	21.213203	20.360025	864.530613	35.469387
1.866762	1.828791	21.213203	20.350218	864.131382	35.868618
1.887975	1.849136	21.213203	20.340412	863.732343	36.267657
1.909188	1.869471	21.213203	20.330605	863.333497	36.666503
1.930402	1.889797	21.213203	20.320798	862.934843	37.065157
1.951615	1.910113	21.213203	20.310992	862.536381	37.463619
1.972828	1.930419	21.213203	20.301185	862.138112	37.861888
1.994041	1.950715	21.213203	20.291378	861.740035	38.259965
2.015254	1.971002	21.213203	20.281572	861.342150	38.657850
2.036468	1.991278	21.213203	20.271765	860.944458	39.055542
2.057681	2.011545	21.213203	20.261958	860.546958	39.453042
2.078894	2.031802	21.213203	20.252152	860.149650	39.850350
2.100107	2.052050	21.213203	20.242345	859.752535	40.247465
2.121320	2.072287	21.213203	20.232538	859.355612	40.644388
2.142534	2.092515	21.213203	20.222732	858.958881	41.041119
2.163747	2.112733	21.213203	20.212925	858.562343	41.437657
2.184960	2.132941	21.213203	20.203118	858.165997	41.834003
2.206173	2.153139	21.213203	20.193312	857.769843	42.230157
2.227386	2.173327	21.213203	20.183505	857.373882	42.626118
2.248600	2.193506	21.213203	20.173699	856.978113	43.021887
2.269813	2.213675	21.213203	20.163892	856.582536	43.417464
2.291026	2.233834	21.213203	20.154085	856.187152	43.812848
2.312239	2.253983	21.213203	20.144279	855.791960	44.208040
2.333452	2.274122	21.213203	20.134472	855.396960	44.603040
2.354666	2.294252	21.213203	20.124665	855.002153	44.997847
2.375879	2.314371	21.213203	20.114859	854.607538	45.392462
2.397092	2.334481	21.213203	20.105052	854.213115	45.786885
2.418305	2.354582	21.213203	20.095245	853.818885	46.181115
2.439518	2.374672	21.213203	20.085439	853.424847	46.575153
2.460732	2.394752	21.213203	20.075632	853.031002	46.968998
2.481945	2.414823	21.213203	20.065825	852.637348	47.362652
2.503158	2.434884	21.213203	20.056019	852.243888	47.756112
2.524371	2.454935	21.213203	20.046212	851.850619	48.149381
2.545584	2.474977	21.213203	20.036405	851.457543	48.542457
2.566798	2.495008	21.213203	20.026599	851.064659	48.935341
2.588011	2.515030	21.213203	20.016792	850.671967	49.328033
2.609224	2.535042	21.213203	20.006985	850.279468	49.720532
2.630437	2.555044	21.213203	19.997179	849.887161	50.112839
2.651650	2.575036	21.213203	19.987372	849.495047	50.504953
2.672864	2.595018	21.213203	19.977566	849.103125	50.896875
2.694077	2.614991	21.213203	19.967759	848.711395	51.288605
2.715290	2.634954	21.213203	19.957952	848.319857	51.680143
2.736503	2.654907	21.213203	19.948146	847.928512	52.071488
2.757716	2.674850	21.213203	19.938339	847.537360	52.462640
2.778930	2.694784	21.213203	19.928532	847.146399	52.853601
2.800143	2.714707	21.213203	19.918726	846.755631	53.244369
2.821356	2.734621	21.213203	19.908919	846.365055	53.634945
2.842569	2.754525	21.213203	19.899112	845.974672	54.025328
2.863782	2.774419	21.213203	19.889306	845.584481	54.415519
2.884996	2.794304	21.213203	19.879499	845.194482	54.805518
2.906209	2.814178	21.213203	19.869692	844.804675	55.195325
2.927422	2.834043	21.213203	19.859886	844.415061	55.584939
2.948635	2.853898	21.213203	19.850079	844.025640	55.974360
2.969848	2.873743	21.213203	19.840272	843.636410	56.363590
2.991062	2.893579	21.213203	19.830466	843.247373	56.752627
3.012275	2.913404	21.213203	19.820659	842.858529	57.141471
3.033488	2.933220	21.213203	19.810852	842.469876	57.530124
3.054701	2.953026	21.213203	19.801046	842.081416	57.918584
3.075914	2.972822	21.213203	19.791239	841.693149	58.306851
3.097128	2.992608	21.213203	19.781433	841.305073	58.694927
3.118341	3.012385	21.213203	19.771626	840.917190	59.082810
3.139554	3.032152	21.213203	19.761819	840.529500	59.470500
3.160767	3.051909	21.213203	19.752013	840.142001	59.857999
3.181981	3.071656	21.213203	19.742206	839.754695	60.245305
3.203194	3.091393	21.213203	19.732399	839.367582	60.632418
3.224407	3.111121	21.213203	19.722593	838.980660	61.019340
3.245620	3.130838	21.213203	19.712786	838.593931	61.406069
3.266833	3.150546	21.213203	19.702979	838.207395	61.792605
3.288047	3.170244	21.213203	19.693173	837.821050	62.178950
3.309260	3.189932	21.213203	19.683366	837.434898	62.565102
3.330473	3.209611	21.213203	19.673559	837.048939	62.951061
3.351686	3.229280	21.213203	19.663753	836.663172	63.336828
3.372899	3.248938	21.213203	19.653946	836.277597	63.722403
3.394113	3.268587	21.213203	19.644139	835.892214	64.107786
3.415326	3.288227	21.213203	19.634333	835.507024	64.492976
3.436539	3.307856	21.213203	19.624526	835.122026	64.877974
3.457752	3.327476	21.213203	19.614719	834.737220	65.262780
3.478965	3.347086	21.213203	19.604913	834.352607	65.647393
3.500179	3.366686	21.213203	19.595106	833.968186	66.031814
3.521392	3.386276	21.213203	19.585300	833.583958	66.416042
3.542605	3.405856	21.213203	19.575493	833.199922	66.800078
3.563818	3.425427	21.213203	19.565686	832.816078	67.183922
3.585031	3.444988	21.213203	19.555880	832.432426	67.567574
3.606245	3.464538	21.213203	19.546073	832.048967	67.951033
3.627458	3.484080	21.213203	19.536266	831.665700	68.334300
3.648671	3.503611	21.213203	19.526460	831.282626	68.717374
3.669884	3.523133	21.213203	19.516653	830.899744	69.100256
3.691097	3.542644	21.213203	19.506846	830.517054	69.482946
3.712311	3.562146	21.213203	19.497040	830.134557	69.865443
3.733524	3.581638	21.213203	19.487233	829.752251	70.247749
3.754737	3.601121	21.213203	19.477426	829.370139	70.629861
3.775950	3.620593	21.213203	19.467620	828.988218	71.011782
3.797163	3.640056	21.213203	19.457813	828.606490	71.393510
3.818377	3.659509	21.213203	19.448006	828.224954	71.775046
3.839590	3.678952	21.213203	19.438200	827.843611	72.156389
3.860803	3.698385	21.213203	19.428393	827.462460	72.537540
3.882016	3.717809	21.213203	19.418586	827.081501	72.918499
3.903229	3.737222	21.213203	19.408780	826.700735	73.299265
3.924443	3.756626	21.213203	19.398973	826.320161	73.679839
3.945656	3.776020	21.213203	19.389167	825.939779	74.060221
3.966869	3.795405	21.213203	19.379360	825.559590	74.440410
3.988082	3.814779	21.213203	19.369553	825.179593	74.820407
4.009295	3.834144	21.213203	19.359747	824.799788	75.200212
4.030509	3.853499	21.213203	19.349940	824.420176	75.579824
4.051722	3.872844	21.213203	19.340133	824.040756	75.959244
4.072935	3.892179	21.213203	19.330327	823.661528	76.338472
4.094148	3.911504	21.213203	19.320520	823.282493	76.717507
4.115361	3.930820	21.213203	19.310713	822.903650	77.096350
4.136575	3.950126	21.213203	19.300907	822.524999	77.475001
4.157788	3.969422	21.213203	19.291100	822.146541	77.853459
4.179001	3.988708	21.213203	19.281293	821.768275	78.231725
4.200214	4.007984	21.213203	19.271487	821.390201	78.609799
4.221427	4.027251	21.213203	19.261680	821.012320	78.987680
4.242641	4.046508	21.213203	19.251873	820.634631	79.365369
4.263854	4.065755	21.213203	19.242067	820.257134	79.742866
4.285067	4.084992	21.213203	19.232260	819.879830	80.120170
4.306280	4.104219	21.213203	19.222453	819.502718	80.497282
4.327494	4.123437	21.213203	19.212647	819.125798	80.874202
4.348707	4.142644	21.213203	19.202840	818.749071	81.250929
4.369920	4.161842	21.213203	19.193034	818.372536	81.627464
4.391133	4.181031	21.213203	19.183227	817.996194	82.003806
4.412346	4.200209	21.213203	19.173420	817.620044	82.379956
4.433560	4.219377	21.213203	19.163614	817.244086	82.755914
4.454773	4.238536	21.213203	19.153807	816.868320	83.131680
4.475986	4.257685	21.213203	19.144000	816.492747	83.507253
4.497199	4.276824	21.213203	19.134194	816.117366	83.882634
4.518412	4.295953	21.213203	19.124387	815.742178	84.257822
4.539626	4.315073	21.213203	19.114580	815.367181	84.632819
4.560839	4.334183	21.213203	19.104774	814.992378	85.007622
4.582052	4.353282	21.213203	19.094967	814.617766	85.382234
4.603265	4.372372	21.213203	19.085160	814.243347	85.756653
4.624478	4.391453	21.213203	19.075354	813.869120	86.130880
4.645692	4.410523	21.213203	19.065547	813.495086	86.504914
4.666905	4.429584	21.213203	19.055740	813.121244	86.878756
4.688118	4.448635	21.213203	19.045934	812.747594	87.252406
4.709331	4.467676	21.213203	19.036127	812.374136	87.625864
4.730544	4.486707	21.213203	19.026320	812.000871	87.999129
4.751758	4.505728	21.213203	19.016514	811.627798	88.372202
4.772971	4.524740	21.213203	19.006707	811.254918	88.745082
4.794184	4.543742	21.213203	18.996901	810.882230	89.117770
4.815397	4.562734	21.213203	18.987094	810.509734	89.490266
4.836610	4.581716	21.213203	18.977287	810.137431	89.862569
4.857824	4.600688	21.213203	18.967481	809.765320	90.234680
4.879037	4.619651	21.213203	18.957674	809.393401	90.606599
4.900250	4.638604	21.213203	18.947867	809.021675	90.978325
4.921463	4.657547	21.213203	18.938061	808.650141	91.349859
4.942676	4.676480	21.213203	18.928254	808.278799	91.721201
4.963890	4.695403	21.213203	18.918447	807.907650	92.092350
4.985103	4.714317	21.213203	18.908641	807.536693	92.463307
5.006316	4.733220	21.213203	18.898834	807.165928	92.834072
5.027529	4.752114	21.213203	18.889027	806.795356	93.204644
5.048742	4.770998	21.213203	18.879221	806.424976	93.575024
5.069956	4.789873	21.213203	18.869414	806.054788	93.945212
5.091169	4.808737	21.213203	18.859607	805.684793	94.315207
5.112382	4.827592	21.213203	18.849801	805.314990	94.685010
5.133595	4.846437	21.213203	18.839994	804.945379	95.054621
5.154808	4.865272	21.213203	18.830187	804.575961	95.424039
5.176022	4.884097	21.213203	18.820381	804.206735	95.793265
5.197235	4.902913	21.213203	18.810574	803.837701	96.162299
5.218448	4.921718	21.213203	18.800768	803.468860	96.531140
5.239661	4.940514	21.213203	18.790961	803.100211	96.899789
5.260874	4.959300	21.213203	18.781154	802.731754	97.268246
5.282088	4.978077	21.213203	18.771348	802.363490	97.636510
5.303301	4.996843	21.213203	18.761541	801.995418	98.004582
5.324514	5.015600	21.213203	18.751734	801.627539	98.372461
5.345727	5.034347	21.213203	18.741928	801.259851	98.740149
5.366940	5.053084	21.213203	18.732121	800.892357	99.107643
5.388154	5.071811	21.213203	18.722314	800.525054	99.474946
5.409367	5.090528	21.213203	18.712508	800.157944	99.842056
5.430580	5.109236	21.213203	18.702701	799.791026	100.208974
5.451793	5.127934	21.213203	18.692894	799.424301	100.575699
5.473006	5.146622	21.213203	18.683088	799.057767	100.942233
5.494220	5.165300	21.213203	18.673281	798.691427	101.308573
5.515433	5.183968	21.213203	18.663474	798.325278	101.674722
5.536646	5.202627	21.213203	18.653668	797.959322	102.040678
5.557859	5.221275	21.213203	18.643861	797.593558	102.406442
5.579073	5.239914	21.213203	18.634054	797.227987	102.772013
5.600286	5.258544	21.213203	18.624248	796.862607	103.137393
5.621499	5.277163	21.213203	18.614441	796.497421	103.502579
5.642712	5.295772	21.213203	18.604635	796.132426	103.867574
5.663925	5.314372	21.213203	18.594828	795.767624	104.232376
5.685139	5.332962	21.213203	18.585021	795.403014	104.596986
5.706352	5.351542	21.213203	18.575215	795.038597	104.961403
5.727565	5.370113	21.213203	18.565408	794.674372	105.325628
5.748778	5.388673	21.213203	18.555601	794.310339	105.689661
5.769991	5.407224	21.213203	18.545795	793.946499	106.053501
5.791205	5.425765	21.213203	18.535988	793.582851	106.417149
5.812418	5.444296	21.213203	18.526181	793.219395	106.780605
5.833631	5.462817	21.213203	18.516375	792.856131	107.143869
5.854844	5.481328	21.213203	18.506568	792.493060	107.506940
5.876057	5.499830	21.213203	18.496761	792.130182	107.869818
5.897271	5.518322	21.213203	18.486955	791.767495	108.232505
5.918484	5.536804	21.213203	18.477148	791.405001	108.594999
5.939697	5.555276	21.213203	18.467341	791.042700	108.957300
5.960910	5.573739	21.213203	18.457535	790.680590	109.319410
5.982123	5.592191	21.213203	18.447728	790.318673	109.681327
6.003337	5.610634	21.213203	18.437921	789.956949	110.043051
6.024550	5.629067	21.213203	18.428115	789.595416	110.404584
6.045763	5.647490	21.213203	18.418308	789.234076	110.765924
6.066976	5.665904	21.213203	18.408502	788.872929	111.127071
6.088189	5.684307	21.213203	18.398695	788.511973	111.488027
6.109403	5.702701	21.213203	18.388888	788.151211	111.848789
6.130616	5.721085	21.213203	18.379082	787.790640	112.209360
6.151829	5.739459	21.213203	18.369275	787.430262	112.569738
6.173042	5.757824	21.213203	18.359468	787.070076	112.929924
6.194255	5.776178	21.213203	18.349662	786.710082	113.289918
6.215469	5.794523	21.213203	18.339855	786.350281	113.649719
6.236682	5.812858	21.213203	18.330048	785.990672	114.009328
6.257895	5.831183	21.213203	18.320242	785.631255	114.368745
6.279108	5.849498	21.213203	18.310435	785.272031	114.727969
6.300321	5.867804	21.213203	18.300628	784.912999	115.087001
6.321535	5.886100	21.213203	18.290822	784.554160	115.445840
6.342748	5.904386	21.213203	18.281015	784.195513	115.804487
6.363961	5.922662	21.213203	18.271208	783.837058	116.162942
6.385174	5.940928	21.213203	18.261402	783.478795	116.521205
6.406387	5.959185	21.213203	18.251595	783.120725	116.879275
6.427601	5.977431	21.213203	18.241788	782.762847	117.237153
6.448814	5.995668	21.213203	18.231982	782.405162	117.594838
6.470027	6.013895	21.213203	18.222175	782.047668	117.952332
6.491240	6.032113	21.213203	18.212369	781.690368	118.309632
6.512453	6.050320	21.213203	18.202562	781.333259	118.666741
6.533667	6.068518	21.213203	18.192755	780.976343	119.023657
6.554880	6.086705	21.213203	18.182949	780.619619	119.380381
6.576093	6.104884	21.213203	18.173142	780.263088	119.736912
6.597306	6.123052	21.213203	18.163335	779.906749	120.093251
6.618519	6.141210	21.213203	18.153529	779.550602	120.449398
6.639733	6.159359	21.213203	18.143722	779.194647	120.805353
6.660946	6.177498	21.213203	18.133915	778.838885	121.161115
6.682159	6.195627	21.213203	18.124109	778.483316	121.516684
6.703372	6.213746	21.213203	18.114302	778.127938	121.872062
6.724585	6.231855	21.213203	18.104495	777.772753	122.227247
6.745799	6.249955	21.213203	18.094689	777.417760	122.582240
6.767012	6.268045	21.213203	18.084882	777.062960	122.937040
6.788225	6.286125	21.213203	18.075075	776.708352	123.291648
6.809438	6.304195	21.213203	18.065269	776.353936	123.646064
6.830652	6.322255	21.213203	18.055462	775.999713	124.000287
6.851865	6.340306	21.213203	18.045655	775.645682	124.354318
6.873078	6.358346	21.213203	18.035849	775.291843	124.708157
6.894291	6.376377	21.213203	18.026042	774.938197	125.061803
6.915504	6.394399	21.213203	18.016236	774.584743	125.415257
6.936718	6.412410	21.213203	18.006429	774.231481	125.768519
6.957931	6.430411	21.213203	17.996622	773.878412	126.121588
6.979144	6.448403	21.213203	17.986816	773.525535	126.474465
7.000357	6.466385	21.213203	17.977009	773.172850	126.827150
7.021570	6.484357	21.213203	17.967202	772.820358	127.179642
7.042784	6.502319	21.213203	17.957396	772.468058	127.531942
7.063997	6.520272	21.213203	17.947589	772.115950	127.884050
7.085210	6.538215	21.213203	17.937782	771.764035	128.235965
7.106423	6.556148	21.213203	17.927976	771.412312	128.587688
7.127636	6.574071	21.213203	17.918169	771.060782	128.939218
7.148850	6.591984	21.213203	17.908362	770.709443	129.290557
7.170063	6.609887	21.213203	17.898556	770.358297	129.641703
7.191276	6.627781	21.213203	17.888749	770.007344	129.992656
7.212489	6.645665	21.213203	17.878942	769.656583	130.343417
7.233702	6.663539	21.213203	17.869136	769.306014	130.693986
7.254916	6.681403	21.213203	17.859329	768.955637	131.044363
7.276129	6.699257	21.213203	17.849522	768.605453	131.394547
7.297342	6.717102	21.213203	17.839716	768.255461	131.744539
7.318555	6.734937	21.213203	17.829909	767.905662	132.094338
7.339768	6.752762	21.213203	17.820103	767.556054	132.443946
7.360982	6.770577	21.213203	17.810296	767.206640	132.793360
7.382195	6.788383	21.213203	17.800489	766.857417	133.142583
7.403408	6.806178	21.213203	17.790683	766.508387	133.491613
7.424621	6.823964	21.213203	17.780876	766.159549	133.840451
7.445834	6.841740	21.213203	17.771069	765.810904	134.189096
7.467048	6.859506	21.213203	17.761263	765.462450	134.537550
7.488261	6.877262	21.213203	17.751456	765.114190	134.885810
7.509474	6.895009	21.213203	17.741649	764.766121	135.233879
7.530687	6.912746	21.213203	17.731843	764.418245	135.581755
7.551900	6.930473	21.213203	17.722036	764.070561	135.929439
7.573114	6.948190	21.213203	17.712229	763.723070	136.276930
7.594327	6.965897	21.213203	17.702423	763.375771	136.624229
7.615540	6.983595	21.213203	17.692616	763.028664	136.971336
7.636753	7.001282	21.213203	17.682809	762.681750	137.318250
7.657966	7.018960	21.213203	17.673003	762.335027	137.664973
7.679180	7.036628	21.213203	17.663196	761.988498	138.011502
7.700393	7.054287	21.213203	17.653389	761.642160	138.357840
7.721606	7.071935	21.213203	17.643583	761.296015	138.703985
7.742819	7.089574	21.213203	17.633776	760.950063	139.049937
7.764032	7.107203	21.213203	17.623970	760.604302	139.395698
7.785246	7.124822	21.213203	17.614163	760.258734	139.741266
7.806459	7.142431	21.213203	17.604356	759.913358	140.086642
7.827672	7.160030	21.213203	17.594550	759.568175	140.431825
7.848885	7.177620	21.213203	17.584743	759.223184	140.776816
7.870098	7.195200	21.213203	17.574936	758.878385	141.121615
7.891312	7.212770	21.213203	17.565130	758.533779	141.466221
7.912525	7.230330	21.213203	17.555323	758.189365	141.810635
7.933738	7.247881	21.213203	17.545516	757.845143	142.154857
7.954951	7.265421	21.213203	17.535710	757.501114	142.498886
7.976164	7.282952	21.213203	17.525903	757.157277	142.842723
7.997378	7.300473	21.213203	17.516096	756.813633	143.186367
8.018591	7.317984	21.213203	17.506290	756.470180	143.529820
8.039804	7.335486	21.213203	17.496483	756.126920	143.873080
8.061017	7.352977	21.213203	17.486676	755.783853	144.216147
8.082231	7.370459	21.213203	17.476870	755.440978	144.559022
8.103444	7.387931	21.213203	17.467063	755.098295	144.901705
8.124657	7.405393	21.213203	17.457256	754.755804	145.244196
8.145870	7.422845	21.213203	17.447450	754.413506	145.586494
8.167083	7.440288	21.213203	17.437643	754.071400	145.928600
8.188297	7.457721	21.213203	17.427837	753.729486	146.270514
8.209510	7.475144	21.213203	17.418030	753.387765	146.612235
8.230723	7.492557	21.213203	17.408223	753.046236	146.953764
8.251936	7.509960	21.213203	17.398417	752.704900	147.295100
8.273149	7.527354	21.213203	17.388610	752.363755	147.636245
8.294363	7.544737	21.213203	17.378803	752.022804	147.977196
8.315576	7.562111	21.213203	17.368997	751.682044	148.317956
8.336789	7.579475	21.213203	17.359190	751.341477	148.658523
8.358002	7.596830	21.213203	17.349383	751.001102	148.998898
8.379215	7.614174	21.213203	17.339577	750.660920	149.339080
8.400429	7.631509	21.213203	17.329770	750.320929	149.679071
8.421642	7.648834	21.213203	17.319963	749.981132	150.018868
8.442855	7.666149	21.213203	17.310157	749.641526	150.358474
8.464068	7.683454	21.213203	17.300350	749.302113	150.697887
8.485281	7.700749	21.213203	17.290543	748.962892	151.037108
8.506495	7.718035	21.213203	17.280737	748.623864	151.376136
8.527708	7.735311	21.213203	17.270930	748.285028	151.714972
8.548921	7.752577	21.213203	17.261123	747.946384	152.053616
8.570134	7.769833	21.213203	17.251317	747.607933	152.392067
8.591347	7.787080	21.213203	17.241510	747.269673	152.730327
8.612561	7.804316	21.213203	17.231704	746.931607	153.068393
8.633774	7.821543	21.213203	17.221897	746.593732	153.406268
8.654987	7.838760	21.213203	17.212090	746.256050	153.743950
8.676200	7.855967	21.213203	17.202284	745.918561	154.081439
8.697413	7.873164	21.213203	17.192477	745.581263	154.418737
8.718627	7.890352	21.213203	17.182670	745.244158	154.755842
8.739840	7.907530	21.213203	17.172864	744.907245	155.092755
8.761053	7.924698	21.213203	17.163057	744.570525	155.429475
8.782266	7.941856	21.213203	17.153250	744.233997	155.766003
8.803479	7.959004	21.213203	17.143444	743.897661	156.102339
8.824693	7.976143	21.213203	17.133637	743.561518	156.438482
8.845906	7.993272	21.213203	17.123830	743.225567	156.774433
8.867119	8.010390	21.213203	17.114024	742.889808	157.110192
8.888332	8.027500	21.213203	17.104217	742.554242	157.445758
8.909545	8.044599	21.213203	17.094410	742.218868	157.781132
8.930759	8.061688	21.213203	17.084604	741.883687	158.116313
8.951972	8.078768	21.213203	17.074797	741.548697	158.451303
8.973185	8.095838	21.213203	17.064990	741.213900	158.786100
8.994398	8.112898	21.213203	17.055184	740.879296	159.120704
9.015611	8.129948	21.213203	17.045377	740.544883	159.455117
9.036825	8.146989	21.213203	17.035571	740.210663	159.789337
9.058038	8.164020	21.213203	17.025764	739.876636	160.123364
9.079251	8.181040	21.213203	17.015957	739.542801	160.457199
9.100464	8.198051	21.213203	17.006151	739.209158	160.790842
9.121677	8.215053	21.213203	16.996344	738.875707	161.124293
9.142891	8.232044	21.213203	16.986537	738.542449	161.457551
9.164104	8.249026	21.213203	16.976731	738.209383	161.790617
9.185317	8.265998	21.213203	16.966924	737.876510	162.123490
9.206530	8.282960	21.213203	16.957117	737.543828	162.456172
9.227743	8.299912	21.213203	16.947311	737.211339	162.788661
9.248957	8.316854	21.213203	16.937504	736.879043	163.120957
9.270170	8.333787	21.213203	16.927697	736.546939	163.453061
9.291383	8.350710	21.213203	16.917891	736.215027	163.784973
9.312596	8.367623	21.213203	16.908084	735.883307	164.116693
9.333810	8.384526	21.213203	16.898277	735.551780	164.448220
9.355023	8.401419	21.213203	16.888471	735.220445	164.779555
9.376236	8.418303	21.213203	16.878664	734.889303	165.110697
9.397449	8.435176	21.213203	16.868857	734.558353	165.441647
9.418662	8.452040	21.213203	16.859051	734.227595	165.772405
9.439876	8.468895	21.213203	16.849244	733.897030	166.102970
9.461089	8.485739	21.213203	16.839438	733.566657	166.433343
9.482302	8.502573	21.213203	16.829631	733.236476	166.763524
9.503515	8.519398	21.213203	16.819824	732.906487	167.093513
9.524728	8.536213	21.213203	16.810018	732.576691	167.423309
9.545942	8.553018	21.213203	16.800211	732.247087	167.752913
9.567155	8.569814	21.213203	16.790404	731.917676	168.082324
9.588368	8.586599	21.213203	16.780598	731.588457	168.411543
9.609581	8.603375	21.213203	16.770791	731.259430	168.740570
9.630794	8.620141	21.213203	16.760984	730.930596	169.069404
9.652008	8.636897	21.213203	16.751178	730.601954	169.398046
9.673221	8.653643	21.213203	16.741371	730.273504	169.726496
9.694434	8.670379	21.213203	16.731564	729.945247	170.054753
9.715647	8.687106	21.213203	16.721758	729.617182	170.382818
9.736860	8.703823	21.213203	16.711951	729.289309	170.710691
9.758074	8.720530	21.213203	16.702144	728.961629	171.038371
9.779287	8.737227	21.213203	16.692338	728.634141	171.365859
9.800500	8.753915	21.213203	16.682531	728.306845	171.693155
